50.6108	25232
51.4372	25245
52.2635	25136
53.0887	25014
53.9148	24892
54.7407	24362
55.5656	24089
56.3914	23661
57.2161	23588
58.0416	23213
58.8671	23028
59.6914	22554
60.5166	22370
61.3408	21936
62.1658	21727
62.9897	21467
63.8145	21193
64.6382	20957
65.4628	20557
66.2863	21228
67.1107	19968
67.9339	19772
68.7581	19415
69.5812	19137
70.4051	18706
71.228	18506
72.0517	18276
72.8743	17835
73.6978	17745
74.5203	17389
75.3436	17218
76.1658	16862
76.9879	16656
77.8109	16488
78.6328	16155
79.4555	16020
80.2772	15834
81.0988	15600
81.9212	15417
82.7426	15158
83.5638	14965
84.3859	14773
85.207	14471
86.0279	14277
86.8497	14148
87.6704	14070
88.491	13914
89.3115	13601
90.1329	13491
90.9532	13359
91.7734	13156
92.5935	12957
93.4144	12838
94.2343	12782
95.0541	12475
95.8737	12276
96.6933	12205
97.5137	11976
98.333	11826
99.1523	11712
99.9714	11591
100.79	11454
101.609	11373
102.429	11262
103.248	11167
104.066	11046
104.885	10761
105.703	10752
106.522	10675
107.34	10498
108.158	10303
108.976	10219
109.794	10045
110.612	9939
111.43	9932
112.247	9807
113.065	9654
113.882	9512
114.699	9404
115.517	9272
116.334	9165
117.15	9027
117.967	9069
118.784	8874
119.6	8688
120.416	8625
121.232	8569
122.049	8455
122.865	8357
123.681	8272
124.497	8170
125.313	8035
126.128	7959
126.944	7832
127.76	7755
128.575	7698
129.389	7519
130.204	7362
131.02	7312
131.835	7192
132.649	7093
133.464	6977
134.278	7041
135.093	6839
135.907	6740
136.721	6661
137.535	6533
138.349	6442
139.163	6293
139.977	6253
140.79	6207
141.603	6069
142.417	6029
143.231	5933
144.043	5889
144.856	5819
145.67	5693
146.482	5614
147.295	5620
148.108	5480
148.919	5486
149.732	5380
150.545	5299
151.356	5232
152.169	5174
152.98	5091
153.792	5008
154.604	4993
155.415	4942
156.227	4813
157.038	4767
157.849	4754
158.66	4666
159.471	4595
160.282	4604
161.093	4427
161.903	4442
162.714	4491
163.524	4394
164.335	4315
165.145	4271
165.955	4310
166.765	4168
167.575	4152
168.384	4115
169.195	4022
170.004	4040
170.813	3983.5
171.623	3927
172.431	3940
173.241	3875
174.05	3867
174.858	3795
175.667	3701
176.476	3661
177.284	3661
178.093	3641
178.901	3576
179.709	3543
180.517	3567.5
181.325	3592
182.133	3480
182.941	3404
183.748	3418
184.556	3358
185.363	3363
186.171	3306
186.978	3309
187.784	3269
188.591	3243
189.399	3267
190.205	3174
191.012	3188
191.818	3116
192.624	3135
193.43	3069
194.237	3089
195.043	3056
195.849	3046
196.655	3000
197.46	2979
198.266	2991
199.071	2929
199.876	2975
200.682	2897
201.487	2825
202.292	2848
203.097	2835
203.902	2828
204.707	2813
205.511	2773
206.316	2753
207.12	2757
207.924	2670
208.728	2698
209.532	2666
210.336	2642
211.14	2654
211.944	2631
212.747	2619
213.551	2629
214.354	2599
215.158	2609
215.96	2558
216.763	2587
217.566	2491
218.369	2503
219.172	2508
219.974	2506
220.777	2475
221.579	2416
222.381	2404
223.183	2430
223.985	2420
224.787	2363
225.589	2338
226.391	2349
227.192	2331
227.994	2307
228.795	2321
229.597	2327
230.397	2236
231.198	2253
231.999	2286
232.8	2254
233.6	2277
234.401	2188
235.202	2186
236.003	2188
236.802	2178
237.603	2211
238.403	2154
239.202	2206
240.002	2153
240.801	2143
241.601	2131
242.401	2139
243.2	2104
244	2109
244.799	2064
245.597	2130
246.397	2062
247.195	2075
247.994	2069
248.792	2034
249.591	2002
250.389	2010
251.188	1990
251.985	2000
252.784	1973
253.581	1974
254.379	1996
255.177	1940
255.975	1935
256.772	1946
257.57	1935
258.366	1916
259.164	1900
259.961	1937
260.758	1890
261.555	1880
262.351	1882
263.148	1892
263.944	1845
264.74	1850
265.537	1866
266.333	1810
267.129	1832
267.925	1810
268.721	1782
269.516	1764
270.312	1780
271.107	1764
271.902	1744
272.698	1718
273.493	1722
274.288	1734
275.083	1704
275.878	1657
276.673	1636
277.467	1693
278.262	1647
279.057	1630
279.851	1635
280.645	1631
281.439	1617
282.232	1617
283.026	1609
283.821	1571
284.614	1600
285.407	1571
286.201	1561
286.994	1558
287.787	1508
288.58	1572
289.373	1530
290.165	1539
290.958	1495
291.752	1504
292.544	1539
293.336	1484
294.129	1494
294.921	1475
295.713	1440
296.505	1428
297.297	1462
298.089	1422
298.88	1392
299.672	1396
300.463	1400
301.255	1384
302.045	1390
302.836	1345
303.627	1374
304.418	1351
305.209	1338
306	1325
306.79	1293
307.581	1320
308.371	1317
309.161	1280
309.951	1298
310.741	1308
311.531	1312
312.321	1314
313.111	1252
313.9	1258
314.689	1259
315.479	1262
316.268	1228
317.058	1234
317.846	1222
318.635	1243
319.424	1165
320.213	1185
321.001	1185
321.79	1171
322.578	1179
323.366	1191
324.154	1174
324.943	1199
325.73	1168
326.518	1202
327.306	1161
328.093	1137
328.881	1121
329.668	1169
330.456	1134
331.243	1136
332.03	1123
332.817	1074
333.603	1128
334.39	1112
335.177	1109
335.963	1127
336.75	1126
337.536	1087
338.323	1114
339.108	1109
339.895	1068
340.68	1076
341.466	1079
