51.4629	7076
52.7545	7412
54.0474	7591
55.3386	7974
56.6296	8035
57.9203	8130
59.2108	8152
60.5012	8032
61.7928	7881
63.0827	7808
64.3724	7637
65.6619	7525
66.9511	7510
68.2402	7370
69.5291	7189
70.8177	7145
72.1076	7130
73.3958	7006
74.6838	6842
75.9716	6732
77.2592	6653
78.5466	6468
79.8337	6446
81.1207	6271
82.4074	6253
83.694	6032
84.9803	6010
86.2664	5884
87.5523	5861
88.838	5676
90.1235	5686
91.4087	5585
92.6938	5478
93.9786	5370
95.2633	5255
96.5477	5218
97.8319	5142
99.1159	5045
100.4	4949
101.683	4922
102.967	4800
104.25	4739
105.533	4621
106.814	4630
108.097	4472
109.379	4437
110.661	4369
111.943	4336
113.225	4295
114.506	4172
115.787	4239
117.067	4129
118.348	4010
119.628	4024
120.909	3934
122.189	3879
123.469	3846
124.747	3788
126.027	3730
127.306	3700
128.586	3660
129.865	3592
131.142	3520
132.42	3524
133.699	3502
134.977	3456
136.253	3435
137.531	3389
138.809	3378
140.085	3353
141.362	3331
142.639	3292
143.915	3268
145.19	3239
146.466	3243
147.743	3233
149.017	3203
150.293	3157
151.568	3147
152.842	3107
154.117	3076
155.39	3144
156.665	3088
157.939	3049
159.212	3071
160.486	3025
161.758	2940
163.032	2939
164.305	2941
165.577	2924
166.85	2949
168.121	2867
169.393	2853
170.664	2849
171.936	2816
173.208	2794
174.479	2842
175.75	2789
177.02	2763
178.291	2815
179.56	2775
180.831	2819
182.1	2767
183.369	2788
184.639	2830
185.907	2795
187.177	2792
188.445	2759
189.714	2732
190.981	2787
192.25	2786
193.517	2770
194.784	2780
196.053	2776
197.319	2817
198.587	2798
199.853	2765
201.119	2720
202.386	2712
203.652	2783
204.917	2705
206.183	2776
207.448	2683
208.713	2768
209.979	2701
211.243	2744
212.507	2731
213.771	2722
215.036	2720
216.299	2742
217.563	2731
218.827	2729
220.09	2679
221.353	2719
222.615	2720
223.879	2720
225.141	2683
226.403	2701
227.664	2658
228.925	2707
230.188	2694
231.449	2685
232.71	2685
233.97	2640
235.231	2672
236.491	2721
237.752	2651
239.012	2708
240.272	2707
241.531	2706
242.79	2656
244.049	2640
245.308	2650
246.566	2668
247.826	2655
249.084	2638
250.342	2632
251.6	2678
252.857	2655
254.115	2606
255.372	2615.5
256.629	2625
257.885	2592
259.142	2603
260.398	2611
261.654	2658
262.91	2627
264.166	2582
265.421	2577
266.677	2593
267.932	2580
269.187	2577
270.441	2577
271.696	2575
272.95	2575
274.204	2576
275.458	2632
276.712	2562
277.964	2569
279.217	2629
280.47	2586
281.723	2651
282.975	2621
284.228	2599
285.48	2606
286.732	2594
287.984	2642
289.234	2643
290.485	2649
291.737	2641
292.988	2676
294.239	2651
295.488	2613
296.738	2642
297.988	2668
299.238	2581
300.488	2677
301.736	2653
302.986	2670
304.235	2609
305.484	2651
306.731	2599
307.98	2665
309.228	2569
310.477	2662
311.723	2638
312.971	2655
314.218	2597
315.464	2662
316.712	2581
317.959	2629
319.204	2558
320.451	2640
321.697	2600
322.942	2611
324.188	2641
325.432	2663
326.678	2642
327.923	2642
329.167	2624
330.412	2656
331.655	2632
332.9	2705
334.144	2754
335.387	2714
336.631	2731
337.873	2695
339.117	2685
340.359	2719
341.602	2724
342.843	2706
344.086	2677
345.327	2728
346.57	2700
347.81	2712
349.052	2707
350.293	2651
351.534	2705
352.774	2732
354.016	2730
355.255	2740
356.496	2725
357.735	2745
358.974	2732
360.214	2725
361.453	2712
362.693	2685
363.931	2672
365.169	2699
366.408	2696
367.645	2716
368.883	2700
370.121	2694
371.358	2692
372.595	2665
373.833	2745
375.07	2690
376.306	2676
377.543	2658
378.779	2653
380.014	2648
381.251	2645
382.486	2621
383.721	2655
384.956	2609
386.192	2602
387.427	2645
388.661	2678
389.895	2656
391.129	2663
392.364	2684
393.597	2663
394.83	2686
396.063	2688
397.296	2690
398.53	2734
399.763	2763
400.995	2706
402.227	2736
403.459	2748
404.69	2760
405.922	2748
407.154	2759
408.385	2750
409.616	2817
410.847	2872
412.077	2876
413.308	2860
414.538	2965
415.767	2913
416.997	2936
418.227	3021
419.456	3064
420.685	3071
421.914	3107
423.142	3145
424.371	3164
425.599	3233
426.827	3304
