51.4629	6491
52.7545	6678
54.0474	6857
55.3386	7038
56.6296	7006
57.9203	7027
59.2108	7006
60.5012	6906
61.7928	6841
63.0827	6745
64.3724	6723
65.6619	6683
66.9511	6568
68.2402	6586
69.5291	6515
70.8177	6403
72.1076	6321
73.3958	6307
74.6838	6254
75.9716	6132
77.2592	6114
78.5466	5998
79.8337	5964
81.1207	5790
82.4074	5741
83.694	5698
84.9803	5720
86.2664	5620
87.5523	5575
88.838	5529
90.1235	5400
91.4087	5485
92.6938	5398
93.9786	5380
95.2633	5376
96.5477	5350
97.8319	5290
99.1159	5241
100.4	5227
101.683	5111
102.967	5123
104.25	5100
105.533	5043
106.814	5033
108.097	4931
109.379	4887
110.661	4916
111.943	4818
113.225	4852
114.506	4802
115.787	4769
117.067	4737
118.348	4750
119.628	4717
120.909	4675
122.189	4631
123.469	4685
124.747	4601
126.027	4604
127.306	4570
128.586	4619
129.865	4568
131.142	4569
132.42	4490
133.699	4467
134.977	4529
136.253	4497
137.531	4541
138.809	4557
140.085	4567
141.362	4506
142.639	4534
143.915	4539
145.19	4553
146.466	4573
147.743	4481
149.017	4523
150.293	4547
151.568	4547
152.842	4521
154.117	4444
155.39	4425
156.665	4469
157.939	4462
159.212	4414
160.486	4360
161.758	4355
163.032	4385
164.305	4254
165.577	4327
166.85	4334
168.121	4276
169.393	4258
170.664	4210
171.936	4229
173.208	4237
174.479	4248
175.75	4172
177.02	4205
178.291	4128
179.56	4149
180.831	4160
182.1	4126
183.369	4144
184.639	4032
185.907	4086
187.177	4146
188.445	4097
189.714	4027
190.981	4142
192.25	3982
193.517	4058
194.784	4025
196.053	4029
197.319	3980
198.587	3930
199.853	3931
201.119	3942
202.386	3920
203.652	3873
204.917	3923
206.183	3876
207.448	3848
208.713	3812
209.979	3771
211.243	3730
212.507	3837
213.771	3745
215.036	3760
216.299	3720
217.563	3769
218.827	3716
220.09	3718
221.353	3667
222.615	3661
223.879	3643
225.141	3691
226.403	3592
227.664	3618
228.925	3633
230.188	3596
231.449	3600
232.71	3564
233.97	3575
235.231	3549
236.491	3622
237.752	3583
239.012	3495
240.272	3537
241.531	3579
242.79	3496
244.049	3484
245.308	3389
246.566	3431
247.826	3387
249.084	3381
250.342	3365
251.6	3364
252.857	3368
254.115	3334
255.372	3331.5
256.629	3329
257.885	3306
259.142	3316
260.398	3274
261.654	3257
262.91	3202
264.166	3266
265.421	3245
266.677	3212
267.932	3209
269.187	3209
270.441	3208
271.696	3238
272.95	3183
274.204	3246
275.458	3225
276.712	3206
277.964	3236
279.217	3256
280.47	3241
281.723	3179
282.975	3262
284.228	3208
285.48	3240
286.732	3267
287.984	3240
289.234	3271
290.485	3206
291.737	3229
292.988	3273
294.239	3261
295.488	3198
296.738	3227
297.988	3242
299.238	3290
300.488	3275
301.736	3255
